Zone,Circle_Name,Division_Name,SubStation_Name,Feeder_Name,newMeterNumber,3/1/2026,3/2/2026,3/3/2026,3/4/2026,3/5/2026,3/6/2026,3/7/2026,3/8/2026,3/9/2026,3/10/2026,3/11/2026,3/12/2026,3/13/2026,3/14/2026,3/15/2026,3/16/2026,3/17/2026,3/18/2026,3/19/2026,3/20/2026,3/21/2026,3/22/2026,3/23/2026,3/24/2026,3/25/2026,3/26/2026,3/27/2026,3/28/2026,3/29/2026,3/30/2026,3/31/2026,4/1/2026,4/2/2026,4/3/2026,4/4/2026,4/5/2026,4/6/2026,4/7/2026,4/8/2026,4/9/2026,4/10/2026,4/11/2026,4/12/2026,4/13/2026,4/14/2026,Avg_Duration_Per_Day
PRAYAGRAJ,EDC FATEHPUR,EDD FATEHPUR,33/11 KV CHURIYANI,CHHAVINATHPUR,SC10292740,20,19,21,20.5,23,18,19,20.5,18.5,19.5,19.5,22,20,15.5,23,17,20.5,21.5,19,21,15,7.5,21,20.5,19,19,18,12.5,18.5,17.5,16,14.5,6,13.5,12.5,10.5,null,null,12,10,16.5,16.5,11.5,6.5,15,16.91860465
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD MEOHALL,33/11 KV CIVIL LINES,11 KV O/G VASHISHT VINAYAK,HP8500271,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,21.5,24,24,24,24,24,24,24,24,24,24,24,22.5,24,24,21.5,24,24,24,24,24,24,24,23,24,23.81111111
PRAYAGRAJ,EDC KAUSHAMBI,EDD CHAYAL,33/11 KV CHARWA,AIAMCHANDRA,HP8500416,18.5,18.5,18,18.5,24,18.5,18.5,19,19,18.5,19,18.5,19,18,19,19,19,18.5,19,19,19,23.5,18.5,18.5,19,18.5,19,17,18.5,18.5,19,18.5,15,18.5,19,18,17.5,18.5,18,17,18.5,18.5,18,18.5,18.5,18.66666667
MIRZAPUR,EDC SONBHADRA,EDD PIPARI,132/33/11 KV Vikas Nagar / RPH Pipri / Rehand,Vikas Nagar,HP8500565,24,24,24,23.5,21.5,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,18,24,24,24,24,24,24,24,24,23,24,23,22.5,22,24,14,24,24,24,24,19,24,24,24,23.32222222
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV DEEP NAGAR,BANKI,HP8500762,19,18,18.5,20.5,24,null,19,19.5,19.5,19.5,19,18.5,20.5,20.5,19,21,19,19.5,20.5,18.5,17,16,19.5,20,16,18.5,17,15.5,17.5,19.5,17,20.5,17,18,16,16.5,13.5,21.5,18,20,17,16.5,14.5,18.5,14,18.375
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD TAGORE TOWN,33/11 KV TAGORE TOWN,DARBHANGA,HP8500930,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,null,24,23,24,24,24,24,24,24,24,24,24,24,24,23.5,24,23.5,24,24,24,24,23.5,24,24,24,24,24,23.93181818
MIRZAPUR,EDC BHADOHI,EDD II GOPIGANJ,33/11 KV Wahida,Pilkuna,HP8500991,22.5,16.5,19.5,20.5,24,19.5,19.5,23,19.5,23.5,23,21,22,19.5,21.5,20.5,20,19,19.5,19,18,16,21,13.5,11.5,19.5,20,19,19.5,20,19.5,20,13.5,20,19,18,23.5,21.5,17,12,21.5,17,11,21,20,19.23333333
AZAMGARH,EDC BALLIA,EDD III BANSDIH,33/11 KV KASAUNDAR,Sub station feeder,HP9000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0
AZAMGARH,EDC-MAU,"EDD KOPAGANJ,MAU",33/11 KV SARIYA MOHAMMADABAD GOHNA,TOWN-1,HP9000038,23,22.5,23,23.5,24,22.5,20,null,22.5,24,null,24,20.5,22.5,23,23,22,22.5,22,20.5,21.5,20,23,22.5,23,22.5,22,22,21.5,21,22.5,22.5,22.5,22,null,21.5,20.5,22.5,21.5,19.5,21.5,23,23,23,24,22.22619048
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",HARAHUA,MOHANPUR,HP9000045,22,24,24,24,24,23.5,24,22.5,24,24,23,23.5,24,23.5,22.5,16,24,23,24,23,24,24,24,24,24,24,23,24,23,24,null,null,24,23,null,23.5,24,24,24,24,24,24,23,24,24,23.47619048
AZAMGARH,EDC BALLIA,EDD III BANSDIH,33/11 KV MALDAH,Banshibazar,HP9000076,21.5,19,19,18,24,14.5,17,19.5,19,22,20,20.5,20.5,18.5,16.5,19.5,15.5,19,18.5,18,15.5,23,18.5,18,16.5,18,17.5,19,17.5,20,17,19.5,14.5,11,null,13.5,12,null,15.5,13.5,15.5,12.5,13.5,12.5,10.5,17.31395349
AZAMGARH,EDC BALLIA,"EDD RASARA,BALLIA",33/11 KV SARAIBHARTI,Mustafabad,HP9000161,24,21,20.5,22,24,18,19.5,22,20,24,23,23.5,23,20,20,23,20,19.5,21.5,19.5,18.5,23,22,19,18,15.5,14,15,14,15.5,14,14.5,13.5,13,null,11.5,10,13,9.5,null,14.5,13.5,13.5,14,14,17.93023256
AZAMGARH,EDC I AZAMGARH,"EDD LALGANJ,AZAMGARH",33/11 KV MANJHARI,MANJHAREI,HP9000168,19,20,19,18.5,24,19,18.5,null,19.5,19.5,null,19,18.5,19,16.5,20.5,19.5,20,19,18,17.5,23,20,19.5,20,17.5,15,15,18,17,16,15,12,15,null,15.5,15.5,15.5,14,13,17,14.5,13.5,15.5,14.5,17.52380952
VARANASI,EDC I JAUNPUR,"EDD KERAKAT,JAUNPUR",33/11 KV TANDWA,BHAISA RURAL,HP9000552,24,19.5,20,20.5,24,18.5,18.5,23.5,19,24,null,24,24,20.5,21.5,23,19.5,19,20.5,17.5,19,23,21.5,21,19,19.5,19,18.5,16,21.5,19,20.5,15.5,20.5,null,20,22.5,21,17.5,21,21,17.5,16.5,19.5,18,20.20930233
VARANASI,EDC II JAUNPUR,"EDD BADALAPUR,JAUNPUR",PUREV (BADERI),SITMASARAI,HP9000606,23.5,19,14,21.5,24,19,19,22,19,23,24,22.5,22.5,21,21.5,21,19,20,20,20,17.5,18.5,22,22,18.5,18.5,19.5,20.5,18.5,21.5,19.5,20,17.5,20,15.5,19,13.5,21,20.5,21.5,20.5,19.5,15.5,17.5,19.5,19.84444444
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV CHILH,Tilathi,SC10292888,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV GOVINDUPR,GOVINDPUR,SC10293195,19,20,19,19,24,18,18.5,19,20.5,19.5,19,15.5,15.5,18,17.5,19,18.5,19,18,18.5,19,17,17.5,19,19,19.5,18.5,17.5,17,19,19,17.5,19,19,17.5,18,17.5,18.5,18.5,18.5,18,17,16,17.5,18.5,18.4
VARANASI,EUDC I VARANASI,"EUDD CHETMANI, VARANASI",33/11 KV DAFI,SAMNE GHAT,SC10293204,24,24,24,24,24,23.5,24,24,24,23.5,24,24,22.5,24,24,24,24,24,24,23.5,23.5,22.5,24,24,24,24,24,23,24,24,22.5,22,24,24,23.5,23.5,24,24,23.5,24,24,24,24,24,24,23.75555556
VARANASI,EDC GHAZIPUR,EDD GHAZIPUR NAGAR,33/11 KV KARIMUDDIN PUR,KARIMUDDINPUR,SC10293235,19,20,19.5,21,24,17.5,19,21.5,19.5,22.5,21,22,13.5,21.5,19,21,19,19,19.5,20,19.5,24,23.5,20,21.5,19.5,18.5,19,15.5,21.5,19,19,20,15.5,15,12,18.5,17.5,18.5,21.5,21,16,15,14.5,15,19.1
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV CHANDAULI,Dighawat,SC10293239,24,19,20,19,23,19,19,23.5,19.5,24,null,24,24,20.5,21,23,19.5,20,19,19,19,22.5,20,21.5,19.5,19.5,19.5,20.5,18.5,21,19,17,18.5,16,14,15.5,17.5,8.5,0,0,0,0,0,0,0,16.53409091
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV MARDAH,MARDAH,SC10293324,8,19,19.5,18.5,23.5,19,17,19,20,19,18.5,19.5,19,19,19.5,21.5,19,18,15,18,17,17,17,19,19.5,19,19.5,19.5,18,19.5,19.5,19,18.5,14.5,17,null,13.5,null,16,18.5,18,12.5,12.5,15,17.5,17.8255814
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD NAINI,33/11 KV NEW JHUNSI,MELA GT,SC10404446,0,0,0,0,0,0,0,0,0,0,10,24,24,24,24,24,24,24,23,24,22,24,24,24,24,24,24,24,24,24,23.5,24,23,24,23.5,23.5,24,24,24,24,24,24,23.5,23.5,24,18.21111111
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD NAINI,33/11 KV COTTON MILL,DOUD NAGAR,HP8500118,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,20.5,24,23,23,23.5,24,23.5,23.5,24,24,24,24,24,23.82222222
PRAYAGRAJ,EDC PRATAPGARH,EDD LALGANJ,33/11 KV RAHATEEKAR,MUSTAFABAD,HP8500209,22.5,21.5,18.5,18,24,19,18.5,23.5,20,21,21,20,19.5,20,17,21.5,19,19.5,18.5,19.5,19,18,23,20,17.5,19.5,18.5,19,18.5,19.5,19,18.5,8,18,18,14.5,5.5,17,16.5,19.5,18.5,18.5,13.5,18,15,18.5
PRAYAGRAJ,EDC KAUSHAMBI,EDD CHAYAL,33/11 KV BHARWARI,MEHTA,HP8500517,23.5,22,23.5,23,24,23.5,23.5,24,23,24,24,23.5,24,22.5,24,23.5,23.5,24,24,23,24,24,22.5,23.5,24,24,23,22.5,23.5,23,24,24,22.5,22,23,24,22.5,24,22.5,23,23.5,19,22,22.5,19.5,23.15555556
MIRZAPUR,EDC SONBHADRA,EDD PIPARI,33/11 KV Kone,Jal Mission,HP8500584,18.5,21.5,19,18.5,24,19,19,18,19.5,21.5,20,15,14,18.5,16.5,21,18.5,19,19.5,20,18.5,11,22,15.5,18,18,18.5,17,12,21.5,16,7,18.5,15.5,15,9,11.5,14.5,6,17,20.5,5.5,0,0,0,15.74444444
MIRZAPUR,EDC BHADOHI,EDD I BHADOHI,33/11 KV Kariyaw,Lalipur,HP8500779,21.5,18.5,20,20.5,24,19.5,20,21,19.5,24,22.5,21.5,21.5,20.5,19.5,6.5,14,19,20,18,20,19.5,22.5,20.5,19.5,10.5,17.5,16.5,19,19,19,null,9.5,20.5,14.5,18.5,14,21,18,14.5,20.5,18.5,17.5,21,20,18.70454545
PRAYAGRAJ,EDC I PRAYAGRAJ,"EDD YAMUNAPAR,PRAYAGRAJ",33/11 KV BARAON,AKORAHA,HP8500869,24,20.5,19.5,20.5,23,20,20.5,22.5,19.5,22.5,24,24,23.5,21.5,21,21,21,21,21,21,18.5,14.5,20.5,16,13.5,20,17.5,18.5,18,21.5,20.5,18.5,12.5,19.5,14.5,19,21.5,21,20.5,16.5,23,16.5,17.5,20.5,17.5,19.75555556
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",33/11 KV TAHSIL PINDRA,BELWAN,HP9000004,24,24,24,24,24,23.5,24,23.5,24,24,23.5,24,24,24,24,24,24,24,24,24,23,23.5,24,23.5,23.5,24,24,24,24,23.5,23,24,24,24,20.5,23.5,23.5,24,23.5,24,24,24,24,23.5,23.5,23.74444444
VARANASI,EDC II JAUNPUR,EDD SHAHGANJ,33/11 KV BUDHUPUR,BAGHARWARA,HP9000444,21.5,19,20,21,24,18.5,20,21.5,19.5,23,22,22.5,21,21,21.5,21,19.5,20,20,19,18.5,24,22,20,19.5,19,19.5,21,18.5,21,19,20.5,20,17,null,15.5,14,16.5,18,20.5,21,16,14,16,13,19.53409091
VARANASI,EUDC I VARANASI,"EUDD CHAUKAGHAT, VARANASI",33/11 KV NAGAR NIGAM,SIGRA,HP9000747,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,23,24,19,24,24,24,24,23,24,24,24,24,23.5,24,22,24,null,null,24,23,24,24,23.5,24,24,23,22.5,23.6744186
PRAYAGRAJ,EDC PRATAPGARH,EDD PRATAPGARH,33/11 KV KHANDAULI,ATERSAND,SC10292670,24,21.5,19.5,20,24,19.5,19.5,23,18.5,22.5,20.5,23.5,21,19.5,20.5,22.5,19.5,20,null,20,null,24,22.5,20,19,null,19.5,18,19,20.5,19,19,15,21,17.5,16.5,16.5,15.5,18,17,18.5,14.5,13.5,20.5,16,19.51190476
VARANASI,EUDC I VARANASI,"EUDD CHAUKAGHAT, VARANASI",33/11 KV BENIA BAG,CODAI CHAUKI,SC10293001,24,23.5,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,null,24,24,24,23.5,24,24,24,23.5,24,24,24,24,22.5,23.5,24,23,24,24,24,24,22.5,24,24,23.85227273
AZAMGARH,EDC I AZAMGARH,EDD AZAMGARH,33/11 KV OLD JAIL,COLONY3,SC10293067,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,null,null,null,0,0,0,0,0
VARANASI,EUDC I VARANASI,"EUDD CHETMANI, VARANASI",33/11 KV BHU,GANGA PRADUSHAN,SC10293113,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,23.5,23.96666667
VARANASI,EUDC II VARANASI,"EUDD VARUNAPAR, VARANASI",33/11 KV LALPUR NEW,SUBSTATION1,SC10293145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VARANASI,EDC GHAZIPUR,EDD GHAZIPUR NAGAR,33/11 KV KOTAWA NAGAR,BIRPUR,SC10293299,23.5,20,19.5,21.5,24,19.5,18.5,22.5,20,24,null,23.5,21,20,20,21.5,16.5,11,20,19,19,20,20.5,21,19.5,18.5,19,18.5,14,21.5,19,20,19,18.5,15.5,16.5,16.5,19,16.5,18.5,19,15,13,17,15.5,18.98863636
AZAMGARH,EDC-MAU,EDD MAU,33/11 KV ARDAUNA,MOLANAPUR,SC10293488,22.5,18,19.5,21,24,20,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15,15,9.5,null,14.5,15,15,14.5,14,15.5,16.5,17.02941176
PRAYAGRAJ,EDC II PRAYAGRAJ,EDD HANDIA,33/11 KV HANDIA TAHSIL,TOWN FEEDER,SC10349480,23,22,22.5,23,24,22.5,23,23,22.5,23.5,23.5,24,23.5,22.5,22.5,21,22.5,22.5,23,21.5,22,23.5,23,null,null,21,21,22,21.5,23,22.5,22.5,21,22.5,20,21.5,23,23,22.5,22,22,23,21.5,21,21.5,22.37209302
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD RAMBAGH,33/11 KV FORT ROAD,MELA PARADE,SC10404473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAYAGRAJ,EDC I PRAYAGRAJ,EDD MEZA,33/11 KV BHARATGANJ,BHARATGANJ,SC10349638,24,21,20.5,21,23.5,21,21.5,24,21,22.5,23,23,22.5,21,21.5,21,21,21,20.5,21,21.5,20,22,21,21.5,21,21,20,21,21,21,21,null,null,null,null,null,null,null,null,null,null,null,null,null,21.484375
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD BAMRAULI,33/11 KV KENDRANCHAL,11 KV KABIR MANDIR,HP8500152,24,23.5,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22.5,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,22.5,24,22,24,24,24,24,24,24,23.5,24,24,24,23.84444444
PRAYAGRAJ,EUDC I PRAYAGRAJ,EUDD KALYANIDEVI,33/11 KV NEW KHUSRU BAGH (IND),Baidan tola,HP8500372,24,24,23.5,24,24,24,24,24,24,null,24,24,23.5,23.5,24,24,24,24,24,24,19.5,23.5,24,24,24,17.5,24,24,24,24,24,24,23.5,24,23.5,24,24,24,23.5,24,24,24,24,24,24,23.67045455
MIRZAPUR,EDC SONBHADRA,EDD ROBERTSGANJ,33/11 KV Sukrit,DONGIYA,HP8500569,18,21.5,19.5,20.5,24,19.5,19,19.5,19,22,19.5,19.5,19,20,20,20,19.5,19.5,15.5,17.5,17.5,14,23,20.5,19.5,19,19,18,17.5,16.5,16.5,15,19.5,15.5,14.5,16,18.5,16.5,18.5,21.5,16.5,15.5,13.5,14.5,17,18.35555556
MIRZAPUR,EDC-MIRZAPUR,EDD CHUNAR,33/11 KV AHRAURA,MAURYA (Priyanshu stone),HP8500690,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,19,24,24,23.5,24,24,23.5,24,24,24,24,24,24,23,24,24,24,24,24,24,22,24,24,24,23.78888889
VARANASI,EDC GHAZIPUR,EDD SAIDPUR,33/11 KV MAINPUR,BISHWABANK,HP9000255,19,19,19,18.5,24,19,18.5,19,18.5,19,19,19,15,18.5,18,19,18.5,18,18.5,18,15.5,17.5,17,18.5,18,19,19,16,14,17.5,18.5,18.5,17,16.5,null,16.5,12,17,16,16.5,15.5,16,14,15,15,17.52272727
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,33/11 KV KAURAGAHNI,NONARI,HP9000416,20,18.5,20,21.5,24,14,17.5,19.5,19.5,20.5,20,20,18.5,20.5,20.5,20,20.5,20,20.5,20,19.5,24,20,20,19.5,20.5,20,20,14.5,19.5,19,19,18,17.5,13,13,13.5,17,12.5,17.5,16,16.5,13.5,15,12.5,18.36666667
AZAMGARH,EDC II AZAMGARH,"EDD KAPTANGANJ,AZAMGARH",33/11 KV KOILSHA RANIPUR,KATHWALIA PTW,HP9000417,0,0,5.5,0,0,0,1,0,0.5,0,null,0.5,0,0,6,0,0,0,0.5,0,0,0.5,0,0,0,1.5,3,0.5,0,0,0,0,0,1.5,4,null,0,0.5,0,0,2.5,0,3,0,0,0.720930233
AZAMGARH,EDC II AZAMGARH,"EDD KAPTANGANJ,AZAMGARH",33/11 KV KAPTANGANJ,BHAWANPUR,HP9000839,15.5,21,21.5,20.5,24,20,20,20.5,19.5,20.5,null,19.5,19.5,20.5,20,21.5,21,21,21,20,20.5,19.5,23.5,20.5,19,20.5,20,19.5,19,21,19,19,20,18,17.5,null,16,19,0,6.5,19,16.5,20.5,19,16.5,18.98837209
VARANASI,EDC VARANASI,"EDD HARAHUA, VARANASI",HARAHUA,AKLA,HP9001146,24,null,24,24,24,23.5,24,24,24,24,22.5,20.5,22,22,21,16,24,24,24,24,22,23.5,24,24,24,24,23,24,23.5,23,24,22,23,24,null,22,24,23,22.5,24,24,24,24,23.5,24,23.22093023
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,33/11 KV JILA JAIL,DANKEENGANJ,SC10292863,24,23,23.5,24,24,21.5,24,24,24,24,24,23.5,24,23.5,24,24,24,24,22.5,23.5,24,23,24,24,24,24,24,23,24,24,24,24,23.5,22,24,24,23.5,24,22,24,24,24,24,24,24,23.68888889
MIRZAPUR,EDC-MIRZAPUR,"EDD KACHCHAWA,MIRZAPUR",33/11 KV CHILH,D R D O,SC10292895,19.5,20.5,19,21,24,19,18,21,20,21,23,22.5,20.5,18,19,21,19.5,18,20,20.5,18,16,22.5,20,19,19,19,16,19,20,19.5,20.5,14.5,19,17.5,19.5,21,21,18,19.5,19,10,12.5,20.5,20,19.23333333
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,33/11 KV Arjunpur,PUMP CANAL1,SC10292981,22.5,20,18,21.5,23.5,15.5,19.5,22.5,19.5,21,21.5,21.5,21.5,22,null,15,20,20,null,19.5,18.5,20.5,21.5,20,17.5,19,20,19.5,19,20.5,19.5,20.5,16.5,20.5,19.5,18,22.5,21,17.5,11.5,18,19,14.5,19,15.5,19.38372093
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",PARA,BASDEOPUR,SC10293254,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18.5,16,23,14,20.5,18,16.5,18.5,18,14.5,14.5,14.5,17.5,17.5,15.5,15.5,14.5,12.5,16,15,15,17,14.5,14.5,14,13,15.75925926
PRAYAGRAJ,EDC II PRAYAGRAJ,"EDD GANGAPAR,PRAYAGRAJ",33/11 KV SIKANDRA,BALIPUR,SC10349430,20.5,18.5,19.5,20.5,24,19.5,19,23.5,19.5,22.5,23.5,23.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18.5,20.5,19.5,19.5,12.5,16.5,20,17,21.5,null,null,null,null,null,null,null,null,19.97619048
PRAYAGRAJ,EDC I PRAYAGRAJ,EDD MEZA,33/11 KV HATA,KUDAR,SC10349605,null,null,20,20.5,24,21,21.5,22.5,21,23,22.5,23,23.5,21.5,21,19,17.5,20.5,21,20.5,19,21.5,21,21,21.5,21,20,19,19,20,20.5,21.5,18,21,20,21,18,19.5,18,19,21,20,19,21,18.5,20.52325581
VARANASI,EDC II JAUNPUR,EDD SHAHGANJ,33/11 KV PATTI NARENDRAPUR,BHATAULI,HP9000367,null,null,19,null,null,null,null,22,null,21.5,null,null,null,null,null,21.5,20,null,21,19.5,null,null,17.5,19,null,null,null,18,17.5,null,null,null,null,null,null,null,null,21.5,null,null,21,14,13.5,21,15.5,19
PRAYAGRAJ,EDC I PRAYAGRAJ,"EDD YAMUNAPAR,PRAYAGRAJ",33/11 KV KARCHANA,TOWN,SC10349528,23,21,20.5,21,24,20.5,21,null,21,24,23.5,24,23.5,20.5,null,20.5,20.5,21,21,21,17.5,16.5,21,14.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.95454545
PRAYAGRAJ,EDC PRATAPGARH,EDD RANIGANJ,33/11 KV GAURA,RAMAPUR,HP8500232,24,22,19.5,23.5,24,19.5,19,24,19,23.5,21,null,20.5,18,20,20.5,21.5,20,20.5,19,20,22,23,20.5,19,20,20,20,19.5,17,19.5,19.5,10.5,20,18.5,19.5,16,21.5,16.5,19.5,21.5,19,16,20,17.5,19.88636364
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD MEOHALL,33/11 KV MAYO HALL SUBSTATION,MINTO ROAD,HP8500323,24,23.5,24,23.5,24,24,24,24,24,23.5,24,23,24,24,24,24,24,null,24,24,22,24,24,24,24,24,24,24,24,24,24,24,23.5,24,23,23.5,24,24,24,23,24,24,24,24,24,23.82954545
PRAYAGRAJ,EDC KAUSHAMBI,EDD CHAYAL,33/11 KV BHARWARI NEW,MURATGANJ,HP8500468,18.5,18.5,19,19,24,19,18.5,19,19,19.5,19,null,15.5,18.5,17,20,18,18,null,18.5,18.5,24,18,18,18,17.5,18.5,19,19,18.5,18.5,18.5,17.5,18.5,18.5,17.5,17,19,18,18.5,18.5,18,15,18.5,16.5,18.5
PRAYAGRAJ,EUDC II PRAYAGRAJ,EUDD TAGORE TOWN,33/11 KV UNIVERSITY,11 KV O/G KATRA PANI TANKI,HP8500885,24,24,11.5,15.5,24,24,24,24,24,24,24,24,24,17.5,16.5,24,24,16,24,24,24,24,24,24,24,24,24,22,24,24,24,24,23.5,24,24,24,24,23.5,24,24,24,24,24,24,24,22.97777778
MIRZAPUR,EDC-MIRZAPUR,EDD CHUNAR,33/11 KV USMAANPUR,RAILWAY,HP8500941,24,24,23.5,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,23.5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23.5,23.5,24,24,23,24,24,24,24,24,24,23.9
AZAMGARH,EDC I AZAMGARH,"EDD SAGADI,AZAMGARH",33/11 KV KAPASA,DHARSAN,HP9000184,20,22,21,20.5,24,19,19,22,19.5,20,20,20.5,19.5,20.5,20,21.5,19.5,20,18.5,19.5,18.5,17,23,21,19,20,20,20.5,20,20.5,19,19,19,15,null,15.5,10.5,17.5,14,19,19.5,15.5,13.5,16,13.5,18.92045455
AZAMGARH,EDC II AZAMGARH,EDD PHOOLPUR,33/11 KV KHUTAULI,KOL,HP9000394,18,20.5,19,19.5,24,19.5,19.5,19,20.5,18.5,19,18.5,17.5,21.5,19,20.5,19.5,20,20,20,19.5,24,20,19.5,20.5,19,18.5,19,19,19.5,20,19,18.5,18,null,19,15.5,17.5,17.5,20,20.5,15,15,16.5,15,19.06818182
VARANASI,EUDC II VARANASI,"EUDD RAJGHAT, VARANASI",132/33/11 KV IDH COLONY,Amarpur,HP9000685,24,24,24,24,22.5,23.5,24,24,24,24,24,24,24,24,21,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,23,23,24,null,23.5,24,24,20.5,23.5,24,24,24,24,24,23.71590909
VARANASI,EDC GHAZIPUR,EDD ZAMANIA,33/11 KV SEVARAI,MANIYA,HP9000919,20.5,21,18.5,21,24,18.5,20,20,19,22,null,19,18.5,21,21,21,17.5,17,20,18.5,20,22.5,22,20,19,19.5,18.5,16.5,13,20.5,19.5,20.5,18.5,17,null,null,15,14.5,14,16.5,15,13.5,13,14.5,14.5,18.46428571
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV YOGESHWAR NATH,NEWAJGANJ,HP9000964,23,21,19,22,24,19.5,20,23,19.5,21.5,21.5,22,21.5,21.5,20,22,20,19.5,21,20.5,20.5,21,21.5,19.5,18.5,20,19.5,19.5,19.5,20,19,20,19.5,16.5,null,14.5,24,15.5,15,21.5,22,22,15,21,19.5,20.14772727
VARANASI,EDC-CHANDAULI,EDD CHANDAULI,33/11 KV ILLIA,ILLIA,HP9000994,23,20,19,22,22,19,19.5,23,19.5,21.5,22.5,22.5,22.5,22,20.5,19,19.5,18,21,19,20,16,21,20,19.5,20,17.5,12,18,20.5,14,15.5,16.5,14.5,null,null,15.5,14,15.5,14,14,14.5,14,14,13,18.3372093
MIRZAPUR,EDC-MIRZAPUR,EDD MIRZAPUR,33/11 KV CIVIL LINE,SUBSTATION1,SC10292900,0,0,0,0,0,0,0,0,0,0,null,0,8,null,20.5,19.5,24,24,23.5,24,22.5,24,24,null,null,null,24,17.5,24,24,24,24,24,24,21.5,19.5,22,24,21,21,24,24,24,23.5,24,16.2
VARANASI,EDC GHAZIPUR,"EDD JANGIPUR,GHAZIPUR",33/11 KV GOVINDUPR,ARKHAPUR,SC10293194,19,19,19,18.5,24,18,18.5,19.5,20,18.5,19,19,17.5,18,17.5,19,19,18.5,18,18.5,17.5,23,19,18.5,19,19.5,18.5,18,18.5,18.5,17,15.5,19,19,16.5,15.5,13.5,18.5,18.5,18.5,18,17.5,16,17.5,18.5,18.37777778
VARANASI,EDC GHAZIPUR,EDD GHAZIPUR NAGAR,33/11 KV KOTAWA NAGAR,MIRZABAD,SC10293297,23.5,21,19.5,21.5,24,19.5,18.5,22,20,24,23,23.5,20,20.5,20,21.5,19.5,18,20.5,19,17.5,18.5,21.5,21,19,19.5,19.5,18.5,14.5,21.5,16.5,20.5,18.5,18.5,14.5,16,17.5,19,15,20.5,19.5,16,13,17,15.5,19.27777778
